job_id	operator	deleg_ops
w101:189	bitwise_left_shift.Tensor_Scalar_out	0
w101:190	exp.out	1
w101:191	prod	1
w101:194	max.unary_out	1
w101:195	logical_xor	0
w101:196	ne.Tensor_out	2
w101:198	bitwise_or.Tensor_out	1
w101:199	unfold_copy	1
w101:200	acos.out	1
w101:201	bitwise_left_shift.Tensor_out	1
w101:203	tril.out	8
w101:205	prod.int_out	1
w101:206	min.unary_out	1
w101:207	pixel_unshuffle	4
w101:208	bitwise_and.Scalar_out	1
w101:209	expand_copy	2
w101:210	_adaptive_avg_pool2d	1
w101:211	narrow_copy	0
w101:212	bitwise_right_shift.Tensor_out	0
w101:213	pow.Tensor_Scalar_out	2
w101:214	remainder.Scalar	0
w101:216	bitwise_left_shift.Tensor_Scalar	0
w101:217	replication_pad3d.out	9
w101:218	bitwise_and.Scalar	1
w101:219	logical_and	0
w101:220	neg.out	1
w101:221	slice_copy.Tensor	0
w101:222	relu	1
w101:223	mean.dtype_out	1
w101:224	sub.out	1
w101:225	isnan	1
w101:226	constant_pad_nd	1
w101:230	_native_batch_norm_legit.no_stats	1
w101:231	pow.Tensor_Tensor_out	1
w101:232	replication_pad1d.out	3
w101:233	tanh.out	1
w101:235	scatter.src_out	1
w101:236	scatter.value_out	1
w101:237	flip	1
w101:238	ge.Scalar_out	2
w101:239	alias_copy	2
w101:240	atanh.out	1
w101:241	remainder.Scalar_out	0
w101:242	lift_fresh_copy	1
w101:243	select_copy.int	1
w101:244	ge.Tensor_out	2
w101:245	bitwise_right_shift.Tensor_Scalar_out	0
w101:246	maximum.out	1
w101:247	div.Scalar	1
w101:249	transpose_copy.int	2
w101:250	hardtanh	1
w101:251	roll	6
w101:252	div.out_mode	3
w101:255	permute_copy	1
w101:256	mm.out	1
w101:257	sqrt.out	1
w101:258	repeat	1
w101:260	eq.Scalar_out	2
w101:261	asinh.out	1
w101:262	narrow_copy	0
w101:263	expm1.out	0
w101:264	amax.out	1
w101:265	logical_not.out	2
w101:266	convolution	1
w101:268	glu.out	7
w101:269	logical_or	0
w101:270	remainder.Tensor_out	0
w101:271	native_group_norm	1
w101:272	squeeze_copy.dims	2
w101:275	topk.values	3
w101:276	floor.out	1
w101:277	lt.Tensor_out	2
w101:279	round.out	0
w101:280	cos.out	1
w101:281	linear	3
w101:282	sinh.out	1
w101:283	lt.Scalar_out	2
w101:286	mul.out	1
w101:287	hardtanh.out	1
w101:288	view_copy	1
w101:289	fmod.Scalar_out	1
w101:290	abs	1
w101:291	sign.out	1
w101:292	detach_copy	0
w101:293	zeros.out	1
w101:295	split_copy.Tensor	0
w101:296	minimum.out	1
w101:297	bitwise_xor.Scalar_out	1
w101:299	eq.Tensor_out	2
w101:301	native_layer_norm	1
w101:302	ones.out	1
w101:303	var.correction_out	2
w101:304	index_put	2
w101:305	sum.IntList_out	1
w101:307	reciprocal.out	1
w101:308	diagonal_copy	1
w101:310	index.Tensor_out	2
w101:311	full.out	1
w101:312	masked_fill.Scalar	2
w101:313	fill.Scalar	1
w101:314	bitwise_not.out	1
w101:315	narrow_copy.out	0
w101:317	isinf	1
w101:318	mean	1
w101:319	squeeze_copy.dim	2
w101:320	split_with_sizes_copy	2
w101:321	bitwise_or.Scalar_out	1
w101:322	div.Scalar_mode	0
w101:323	argmin.out	1
w101:324	gt.Tensor_out	2
w101:325	min.dim_min	3
w101:326	stack	2
w101:327	gelu.out	1
w101:328	rsub.Scalar	2
w101:329	bmm.out	1
w101:330	le.Tensor_out	2
w101:331	reflection_pad2d	14
w101:332	sigmoid.out	1
w101:333	trunc.out	0
w101:334	asin.out	1
w101:335	bitwise_or.Scalar	0
w101:336	select_scatter	6
w101:337	acosh.out	1
w101:338	pow.Scalar_out	1
w101:339	where.self	1
w101:341	fmod.Scalar	1
w101:342	max.dim_max	3
w101:343	logical_or.out	1
w101:344	atan.out	0
w101:345	unsqueeze_copy	2
w101:346	max	1
w101:348	ne.Scalar_out	2
w101:349	native_group_norm	1
w101:351	div.out	3
w101:352	_pdist_forward	0
w101:354	clone	1
w101:355	logical_not	1
w101:356	reflection_pad1d.out	6
w101:357	arange.out	1
w101:358	fmod.Tensor_out	1
w101:359	sin.out	1
w101:360	_cdist_forward	0
w101:361	mul.Scalar	1
w101:363	atan2.out	0
w101:365	log.out	1
w101:368	bitwise_xor.Scalar	0
w101:369	tan.out	1
w101:370	replication_pad2d.out	8
w101:99	le.Tensor_out	1
w101:108	where.self	1
w101:118	native_group_norm	1
w101:202	bitwise_xor.Tensor_out	2
w101:306	logit.out	12
w101:350	cosh.out	1
w101:374	cumsum.out	1
w101:375	reflection_pad2d.out	12
w101:376	any.dims_out	0
w101:378	clamp.Tensor_out	2
w101:379	any.dims_out	0
w101:380	where.self_out	1
w101:381	_fft_r2c	0
w101:382	prod.out	1
w101:383	erf.out	1
w101:384	logical_and.out	1
w101:385	log2.out	1
w101:386	native_layer_norm	1
w101:387	copy	1
w101:389	slice_scatter	1
w101:390	_native_batch_norm_legit_no_training	1
w101:391	pixel_unshuffle	4
w101:392	rsqrt.out	1
w101:393	t_copy	2
w101:394	abs.out	1
w101:395	var.correction	1
w101:396	logical_xor.out	1
w101:397	logit	12
w101:399	ceil.out	1
w101:400	add.Scalar	1
w101:401	leaky_relu.out	1
w101:402	log10.out	1
w101:403	clamp.out	1
w101:404	argmax.out	1
w101:405	_upsample_bilinear2d_aa.out	0
w101:406	bitwise_right_shift.Tensor_Scalar	0
w101:407	floor_divide.out	1
w101:408	log1p.out	2
w101:409	_softmax.out	1
w101:410	masked_scatter	0
w101:411	linear.out	4
w101:412	unbind_copy.int	0
w101:414	gt.Scalar_out	2
w101:415	var_mean.correction	1
w101:416	floor_divide	1
w101:417	any.all_out	1
w101:419	addmm.out	1
w101:420	bitwise_left_shift.Tensor_Scalar_out	0
w101:421	exp.out	1
w101:422	prod	1
w101:425	max.unary_out	1
w101:426	logical_xor	0
w101:427	ne.Tensor_out	2
w101:430	unfold_copy	1
w101:431	acos.out	1
w101:432	bitwise_left_shift.Tensor_out	1
w101:433	bitwise_xor.Tensor_out	1
w101:434	tril.out	8
w101:436	prod.int_out	1
w101:438	pixel_unshuffle	4
w101:439	bitwise_and.Scalar_out	2
w101:440	expand_copy	2
w101:441	_adaptive_avg_pool2d	1
w101:442	narrow_copy	0
w101:443	bitwise_right_shift.Tensor_out	0
w101:444	pow.Tensor_Scalar_out	1
w101:445	remainder.Scalar	0
w101:446	grid_sampler_2d	1
w101:447	bitwise_left_shift.Tensor_Scalar	0
w101:448	replication_pad3d.out	9
w101:449	bitwise_and.Scalar	1
w101:450	logical_and	0
w101:451	neg.out	1
w101:452	slice_copy.Tensor	0
w101:453	relu	1
w101:454	mean.dtype_out	1
w101:455	sub.out	1
w101:456	isnan	1
w101:457	constant_pad_nd	1
w101:461	_native_batch_norm_legit.no_stats	1
w101:462	pow.Tensor_Tensor_out	1
w101:464	tanh.out	2
w101:468	flip	1
w101:469	ge.Scalar_out	2
w101:470	alias_copy	2
w101:471	atanh.out	1
w101:473	lift_fresh_copy	1
w101:474	select_copy.int	1
w101:475	ge.Tensor_out	2
w101:476	bitwise_right_shift.Tensor_Scalar_out	0
w101:477	maximum.out	1
w101:478	div.Scalar	1
w101:480	transpose_copy.int	2
w101:481	hardtanh	1
w101:482	roll	8
w101:483	div.out_mode	1
w101:485	min	1
w101:486	permute_copy	1
w101:487	mm.out	1
w101:488	sqrt.out	1
w101:489	repeat	1
w101:491	eq.Scalar_out	2
w101:492	asinh.out	1
w101:493	narrow_copy	0
w101:494	expm1.out	0
w101:495	amax.out	1
w101:496	logical_not.out	2
w101:497	convolution	1
w101:499	glu.out	7
w101:500	logical_or	0
w101:501	remainder.Tensor_out	0
w101:502	native_group_norm	1
w101:503	squeeze_copy.dims	2
w101:506	topk.values	3
w101:507	floor.out	1
w101:508	lt.Tensor_out	2
w101:510	round.out	0
w101:511	cos.out	1
w101:512	linear	3
w101:513	sinh.out	2
w101:514	lt.Scalar_out	2
w101:517	mul.out	1
w101:518	hardtanh.out	1
w101:519	view_copy	1
w101:520	fmod.Scalar_out	2
w101:521	abs	1
w101:522	sign.out	1
w101:523	detach_copy	0
w101:524	zeros.out	1
w101:526	split_copy.Tensor	0
w101:528	bitwise_xor.Scalar_out	1
w101:530	eq.Tensor_out	2
w101:532	native_layer_norm	1
w101:533	ones.out	1
w101:534	var.correction_out	2
w101:535	index_put	2
w101:536	sum.IntList_out	1
w101:537	logit.out	12
w101:538	reciprocal.out	1
w101:539	diagonal_copy	1
w101:541	index.Tensor_out	2
w101:542	full.out	1
w101:543	masked_fill.Scalar	2
w101:544	fill.Scalar	1
w101:545	bitwise_not.out	1
w101:546	narrow_copy.out	0
w101:548	isinf	1
w101:549	mean	1
w101:550	squeeze_copy.dim	2
w101:551	split_with_sizes_copy	2
w101:552	bitwise_or.Scalar_out	1
w101:553	div.Scalar_mode	0
w101:554	argmin.out	1
w101:555	gt.Tensor_out	2
w101:556	min.dim_min	3
w101:557	stack	2
w101:558	gelu.out	1
w101:559	rsub.Scalar	2
w101:560	bmm.out	1
w101:561	le.Tensor_out	2
w101:562	reflection_pad2d	14
w101:563	sigmoid.out	1
w101:564	trunc.out	0
w101:565	asin.out	1
w101:566	bitwise_or.Scalar	0
w101:567	select_scatter	6
w101:568	acosh.out	1
w101:569	pow.Scalar_out	1
w101:570	where.self	1
w101:572	fmod.Scalar	1
w101:573	max.dim_max	3
w101:574	logical_or.out	1
w101:575	atan.out	0
w101:576	unsqueeze_copy	2
w101:577	max	1
w101:578	_log_softmax.out	1
w101:579	ne.Scalar_out	2
w101:580	native_group_norm	1
w101:581	cosh.out	1
w101:582	div.out	2
w101:583	_pdist_forward	0
w101:585	clone	1
w101:586	logical_not	1
w101:587	reflection_pad1d.out	8
w101:588	arange.out	1
w101:589	fmod.Tensor_out	1
w101:590	sin.out	1
w101:591	_cdist_forward	0
w101:592	mul.Scalar	1
w101:593	sub.Scalar	0
w101:594	atan2.out	0
w101:596	log.out	1
w101:599	bitwise_xor.Scalar	0
w101:600	tan.out	1
w101:601	replication_pad2d.out	6
w101:604	max_pool2d_with_indices_backward.grad_input	1
w101:605	cumsum.out	1
w101:606	reflection_pad2d.out	14
w101:607	any.dims_out	0
w101:609	clamp.Tensor_out	1
w101:610	any.dims_out	0
w101:611	where.self_out	1
w101:612	_fft_r2c	0
w101:613	prod.out	1
w101:614	erf.out	1
w101:615	logical_and.out	1
w101:616	log2.out	2
w101:617	native_layer_norm	1
w101:620	slice_scatter	1
w101:621	_native_batch_norm_legit_no_training	1
w101:622	pixel_unshuffle	4
w101:623	rsqrt.out	1
w101:624	t_copy	2
w101:625	abs.out	1
w101:626	var.correction	1
w101:627	logical_xor.out	1
w101:628	logit	11
w101:629	bitwise_and.Tensor_out	2
w101:630	ceil.out	1
w101:631	add.Scalar	1
w101:632	leaky_relu.out	1
w101:633	log10.out	1
w101:634	clamp.out	1
w101:635	argmax.out	1
w101:636	_upsample_bilinear2d_aa.out	0
w101:637	bitwise_right_shift.Tensor_Scalar	0
w101:638	floor_divide.out	1
w101:639	log1p.out	1
w101:641	masked_scatter	0
w101:643	unbind_copy.int	0
w101:645	gt.Scalar_out	2
w101:646	var_mean.correction	1
w101:647	floor_divide	1
w101:648	any.all_out	1
w101:650	addmm.out	1
w101:651	bitwise_left_shift.Tensor_Scalar_out	1
w101:652	exp.out	1
w101:655	scatter_add.out	0
w101:656	max.unary_out	1
w101:657	logical_xor	0
w101:658	ne.Tensor_out	2
w101:660	bitwise_or.Tensor_out	2
w101:661	unfold_copy	1
w101:662	acos.out	1
w101:663	bitwise_left_shift.Tensor_out	0
w101:665	tril.out	8
w101:666	elu.out	1
w101:667	prod.int_out	1
w101:668	min.unary_out	1
w101:669	pixel_unshuffle	4
w101:670	bitwise_and.Scalar_out	1
w101:671	expand_copy	2
w101:672	_adaptive_avg_pool2d	1
w101:673	narrow_copy	0
w101:674	bitwise_right_shift.Tensor_out	1
w101:675	pow.Tensor_Scalar_out	1
w101:676	remainder.Scalar	0
w101:677	grid_sampler_2d	1
w101:678	bitwise_left_shift.Tensor_Scalar	0
w101:679	replication_pad3d.out	9
w101:680	bitwise_and.Scalar	1
w101:681	logical_and	0
w101:682	neg.out	1
w101:683	slice_copy.Tensor	0
w101:684	relu	1
w101:685	mean.dtype_out	2
w101:686	sub.out	1
w101:687	isnan	1
w101:688	constant_pad_nd	1
w101:692	_native_batch_norm_legit.no_stats	1
w101:694	replication_pad1d.out	3
w101:695	tanh.out	1
w101:699	flip	1
w101:700	ge.Scalar_out	2
w101:701	alias_copy	2
w101:702	atanh.out	1
w101:703	remainder.Scalar_out	0
w101:704	lift_fresh_copy	1
w101:705	select_copy.int	1
w101:707	bitwise_right_shift.Tensor_Scalar_out	1
w101:708	maximum.out	1
w101:709	div.Scalar	1
w101:711	transpose_copy.int	2
w101:712	hardtanh	1
w101:713	roll	6
w101:714	div.out_mode	1
w101:716	min	1
w101:718	mm.out	1
w101:719	sqrt.out	1
w101:720	repeat	1
w101:722	eq.Scalar_out	2
w101:723	asinh.out	1
w101:724	narrow_copy	0
w101:725	expm1.out	0
w101:726	amax.out	1
w101:727	logical_not.out	1
w101:728	convolution	1
w101:730	glu.out	6
w101:731	logical_or	0
w101:732	remainder.Tensor_out	0
w101:733	native_group_norm	1
w101:734	squeeze_copy.dims	2
w101:738	floor.out	1
w101:739	lt.Tensor_out	2
w101:740	amin.out	1
w101:741	round.out	0
w101:742	cos.out	1
w101:743	linear	6
w101:744	sinh.out	1
w101:745	lt.Scalar_out	2
w101:748	mul.out	1
w101:749	hardtanh.out	1
w101:750	view_copy	1
w101:751	fmod.Scalar_out	2
w101:752	abs	1
w101:753	sign.out	1
w101:754	detach_copy	0
w101:755	zeros.out	1
w101:757	split_copy.Tensor	0
w101:758	minimum.out	1
w101:759	bitwise_xor.Scalar_out	1
w101:761	eq.Tensor_out	2
w101:763	native_layer_norm	1
w101:764	ones.out	1
w101:765	var.correction_out	2
w101:766	index_put	2
w101:767	sum.IntList_out	1
w101:768	logit.out	12
w101:769	reciprocal.out	1
w101:770	diagonal_copy	1
w101:772	index.Tensor_out	2
w101:773	full.out	1
w101:774	masked_fill.Scalar	2
w101:775	fill.Scalar	1
w101:776	bitwise_not.out	1
w101:777	narrow_copy.out	0
w101:779	isinf	1
w101:780	mean	1
w101:781	squeeze_copy.dim	2
w102:1	flip	1
w102:2	ge.Scalar_out	2
w102:3	alias_copy	2
w102:4	atanh.out	1
w102:5	remainder.Scalar_out	0
w102:6	lift_fresh_copy	1
w102:7	select_copy.int	1
w102:8	ge.Tensor_out	2
w102:9	bitwise_right_shift.Tensor_Scalar_out	0
w102:10	maximum.out	1
w102:11	div.Scalar	1
w102:13	transpose_copy.int	2
w102:14	hardtanh	1
w102:15	roll	6
w102:16	div.out_mode	1
w102:19	permute_copy	1
w102:20	mm.out	1
w102:21	sqrt.out	1
w102:22	repeat	1
w102:24	eq.Scalar_out	2
w102:25	asinh.out	1
w102:26	narrow_copy	0
w102:27	expm1.out	0
w102:29	logical_not.out	2
w102:30	convolution	1
w102:32	glu.out	6
w102:33	logical_or	0
w102:34	remainder.Tensor_out	1
w102:35	native_group_norm	1
w102:36	squeeze_copy.dims	2
w102:40	floor.out	1
w102:41	lt.Tensor_out	2
w102:43	round.out	0
w102:44	cos.out	1
w102:45	linear	3
w102:46	sinh.out	1
w102:47	lt.Scalar_out	2
w102:51	hardtanh.out	1
w102:52	view_copy	1
w102:53	fmod.Scalar_out	1
w102:54	abs	1
w102:56	detach_copy	0
w102:57	zeros.out	1
w102:59	split_copy.Tensor	0
w102:60	minimum.out	1
w102:61	bitwise_xor.Scalar_out	0
w102:63	eq.Tensor_out	2
w102:65	native_layer_norm	1
w102:66	ones.out	1
w102:67	var.correction_out	1
w102:68	index_put	2
w102:69	sum.IntList_out	1
w102:71	reciprocal.out	1
w102:72	diagonal_copy	1
w102:74	index.Tensor_out	2
w102:75	full.out	1
w102:76	masked_fill.Scalar	2
w102:77	fill.Scalar	1
w102:78	bitwise_not.out	1
w102:79	narrow_copy.out	0
w102:81	isinf	1
w102:82	mean	1
w102:83	squeeze_copy.dim	2
w102:84	split_with_sizes_copy	2
w102:85	bitwise_or.Scalar_out	0
w102:86	div.Scalar_mode	0
w102:87	argmin.out	1
w102:88	gt.Tensor_out	2
w102:89	min.dim_min	3
w102:90	stack	2
w102:91	gelu.out	1
w102:92	rsub.Scalar	2
w102:93	bmm.out	1
w102:94	le.Tensor_out	2
w102:42	amin.out	1
w102:96	sigmoid.out	1
w102:97	trunc.out	0
w102:98	asin.out	1
w102:99	bitwise_or.Scalar	0
w102:100	select_scatter	6
w102:101	acosh.out	1
w102:102	pow.Scalar_out	1
w102:103	where.self	1
w102:105	fmod.Scalar	1
w102:107	logical_or.out	1
w102:108	atan.out	0
w102:109	unsqueeze_copy	2
w102:111	_log_softmax.out	1
w102:112	ne.Scalar_out	2
w102:113	native_group_norm	1
w102:114	cosh.out	1
w102:115	div.out	1
w102:116	_pdist_forward	0
w102:118	clone	1
w102:119	logical_not	1
w102:120	reflection_pad1d.out	6
w102:121	arange.out	1
w102:122	fmod.Tensor_out	1
w102:123	sin.out	1
w102:124	_cdist_forward	0
w102:125	mul.Scalar	1
w102:127	atan2.out	0
w102:129	log.out	1
w102:132	bitwise_xor.Scalar	0
w102:133	tan.out	1
w102:134	replication_pad2d.out	6
w102:106	max.dim_max	3
w102:126	sub.Scalar	0
w102:138	cumsum.out	1
w102:139	reflection_pad2d.out	12
w102:140	any.dims_out	0
w102:142	clamp.Tensor_out	2
w102:143	any.dims_out	0
w102:144	where.self_out	1
w102:145	_fft_r2c	0
w102:146	prod.out	1
w102:147	erf.out	1
w102:148	logical_and.out	1
w102:149	log2.out	1
w102:150	native_layer_norm	1
w102:153	slice_scatter	1
w102:154	_native_batch_norm_legit_no_training	1
w102:155	pixel_unshuffle	4
w102:156	rsqrt.out	1
w102:157	t_copy	2
w102:158	abs.out	1
w102:159	var.correction	1
w102:160	logical_xor.out	1
w102:161	logit	12
w102:162	bitwise_and.Tensor_out	2
w102:163	ceil.out	1
w102:164	add.Scalar	1
w102:165	leaky_relu.out	1
w102:166	log10.out	1
w102:167	clamp.out	1
w102:168	argmax.out	1
w102:169	_upsample_bilinear2d_aa.out	0
w102:170	bitwise_right_shift.Tensor_Scalar	0
w102:171	floor_divide.out	3
w102:172	log1p.out	1
w102:174	masked_scatter	0
w102:176	unbind_copy.int	0
w102:178	gt.Scalar_out	2
w102:179	var_mean.correction	1
w102:180	floor_divide	1
w102:181	any.all_out	1
w102:183	addmm.out	1
w102:184	bitwise_left_shift.Tensor_Scalar_out	0
w102:185	exp.out	1
w102:186	prod	1
w102:189	max.unary_out	2
w102:190	logical_xor	0
w102:191	ne.Tensor_out	1
w102:193	bitwise_or.Tensor_out	2
w102:194	unfold_copy	1
w102:195	acos.out	1
w102:196	bitwise_left_shift.Tensor_out	0
w102:198	tril.out	8
w102:200	prod.int_out	1
w102:201	min.unary_out	2
w102:203	bitwise_and.Scalar_out	1
w102:204	expand_copy	2
w102:205	_adaptive_avg_pool2d	1
w102:206	narrow_copy	0
w102:207	bitwise_right_shift.Tensor_out	0
w102:208	pow.Tensor_Scalar_out	1
w102:209	remainder.Scalar	0
w102:211	bitwise_left_shift.Tensor_Scalar	0
w102:212	replication_pad3d.out	11
w102:213	bitwise_and.Scalar	1
w102:214	logical_and	0
w102:215	neg.out	1
w102:216	slice_copy.Tensor	0
w102:217	relu	1
w102:218	mean.dtype_out	1
w102:219	sub.out	1
w102:220	isnan	1
w102:221	constant_pad_nd	1
w102:225	_native_batch_norm_legit.no_stats	1
w102:226	pow.Tensor_Tensor_out	1
w102:227	replication_pad1d.out	5
w102:228	tanh.out	1
w102:230	scatter.src_out	1
w102:232	flip	1
w102:233	ge.Scalar_out	2
w102:234	alias_copy	2
w102:235	atanh.out	1
w102:236	remainder.Scalar_out	0
w102:237	lift_fresh_copy	1
w102:238	select_copy.int	1
w102:239	ge.Tensor_out	2
w102:240	bitwise_right_shift.Tensor_Scalar_out	1
w102:242	div.Scalar	1
w102:244	transpose_copy.int	2
w102:245	hardtanh	1
w102:246	roll	6
w102:247	div.out_mode	1
w102:249	min	1
w102:250	permute_copy	1
w102:251	mm.out	1
w102:252	sqrt.out	1
w102:253	repeat	1
w102:255	eq.Scalar_out	2
w102:256	asinh.out	1
w102:257	narrow_copy	0
w102:258	expm1.out	0
w102:259	amax.out	1
w102:260	logical_not.out	2
w102:261	convolution	1
w102:263	glu.out	4
w102:264	logical_or	0
w102:265	remainder.Tensor_out	0
w102:267	squeeze_copy.dims	2
w102:268	le.Scalar_out	2
w102:270	topk.values	3
w102:271	floor.out	1
w102:272	lt.Tensor_out	2
w102:273	amin.out	1
w102:274	round.out	0
w102:275	cos.out	1
w102:276	linear	6
w102:277	sinh.out	2
w102:278	lt.Scalar_out	2
w102:281	mul.out	1
w102:282	hardtanh.out	1
w102:283	view_copy	1
w102:284	fmod.Scalar_out	1
w102:285	abs	1
w102:286	sign.out	1
w102:287	detach_copy	0
w102:288	zeros.out	1
w102:290	split_copy.Tensor	0
w102:291	minimum.out	1
w102:292	bitwise_xor.Scalar_out	1
w102:294	eq.Tensor_out	2
w102:296	native_layer_norm	1
w102:297	ones.out	1
w102:298	var.correction_out	1
w102:299	index_put	2
w102:302	reciprocal.out	1
w102:303	diagonal_copy	1
w102:305	index.Tensor_out	2
w102:306	full.out	1
w102:307	masked_fill.Scalar	2
w102:308	fill.Scalar	1
w102:309	bitwise_not.out	1
w102:310	narrow_copy.out	0
w102:312	isinf	1
w102:313	mean	1
w102:314	squeeze_copy.dim	2
w102:315	split_with_sizes_copy	2
w102:317	div.Scalar_mode	0
w102:318	argmin.out	1
w102:319	gt.Tensor_out	2
w102:320	min.dim_min	3
w102:321	stack	2
w102:322	gelu.out	1
w102:323	rsub.Scalar	2
w102:324	bmm.out	1
w102:325	le.Tensor_out	2
w102:326	reflection_pad2d	12
w102:327	sigmoid.out	1
w102:328	trunc.out	0
w102:329	asin.out	1
w102:330	bitwise_or.Scalar	0
w102:331	select_scatter	6
w102:332	acosh.out	1
w102:333	pow.Scalar_out	1
w102:334	where.self	1
w102:336	fmod.Scalar	1
w102:337	max.dim_max	3
w102:338	logical_or.out	1
w102:339	atan.out	0
w102:340	unsqueeze_copy	2
w102:341	max	1
w102:342	_log_softmax.out	1
w102:343	ne.Scalar_out	2
w102:344	native_group_norm	1
w102:345	cosh.out	1
w102:346	div.out	1
w102:347	_pdist_forward	0
w102:349	clone	1
w102:350	logical_not	1
w102:351	reflection_pad1d.out	6
w102:352	arange.out	1
w102:353	fmod.Tensor_out	1
w102:354	sin.out	1
w102:355	_cdist_forward	0
w102:356	mul.Scalar	1
w102:358	atan2.out	0
w102:360	log.out	1
w102:363	bitwise_xor.Scalar	0
w102:364	tan.out	1
w102:365	replication_pad2d.out	6
w102:368	max_pool2d_with_indices_backward.grad_input	1
w102:369	cumsum.out	1
w102:370	reflection_pad2d.out	12
w102:371	any.dims_out	0
w102:373	clamp.Tensor_out	2
w102:374	any.dims_out	0
w102:375	where.self_out	1
w102:376	_fft_r2c	0
w102:377	prod.out	1
w102:378	erf.out	1
w102:379	logical_and.out	0
w102:380	log2.out	2
w102:381	native_layer_norm	1
w102:384	slice_scatter	1
w102:385	_native_batch_norm_legit_no_training	1
w102:386	pixel_unshuffle	4
w102:387	rsqrt.out	1
w102:388	t_copy	2
w102:389	abs.out	1
w102:390	var.correction	1
w102:391	logical_xor.out	1
w102:392	logit	10
w102:393	bitwise_and.Tensor_out	2
w102:394	ceil.out	1
w102:395	add.Scalar	1
w102:396	leaky_relu.out	1
w102:397	log10.out	1
w102:398	clamp.out	1
w102:399	argmax.out	1
w102:400	_upsample_bilinear2d_aa.out	0
w102:401	bitwise_right_shift.Tensor_Scalar	0
w102:402	floor_divide.out	1
w102:403	log1p.out	1
w102:405	masked_scatter	0
w102:407	unbind_copy.int	0
w102:409	gt.Scalar_out	2
w102:410	var_mean.correction	1
w102:412	any.all_out	1
w102:414	addmm.out	1
w102:415	bitwise_left_shift.Tensor_Scalar_out	1
w102:416	exp.out	1
w102:417	prod	1
w102:420	max.unary_out	1
w102:421	logical_xor	0
w102:422	ne.Tensor_out	2
w102:424	bitwise_or.Tensor_out	1
w102:425	unfold_copy	1
w102:426	acos.out	1
w102:427	bitwise_left_shift.Tensor_out	1
w102:428	bitwise_xor.Tensor_out	1
w102:429	tril.out	6
w102:431	prod.int_out	2
w102:432	min.unary_out	1
w102:433	pixel_unshuffle	4
w102:434	bitwise_and.Scalar_out	2
w102:435	expand_copy	2
w102:436	_adaptive_avg_pool2d	1
w102:437	narrow_copy	0
w102:438	bitwise_right_shift.Tensor_out	0
w102:439	pow.Tensor_Scalar_out	1
w102:440	remainder.Scalar	0
w102:441	grid_sampler_2d	1
w102:442	bitwise_left_shift.Tensor_Scalar	0
w102:443	replication_pad3d.out	9
w102:444	bitwise_and.Scalar	1
w102:445	logical_and	0
w102:446	neg.out	1
w102:447	slice_copy.Tensor	0
w102:448	relu	1
w102:449	mean.dtype_out	1
w102:451	isnan	1
w102:452	constant_pad_nd	1
w102:456	_native_batch_norm_legit.no_stats	1
w102:458	replication_pad1d.out	3
w102:459	tanh.out	1
w102:461	scatter.src_out	1
w102:463	flip	1
w102:464	ge.Scalar_out	2
w102:465	alias_copy	2
w102:466	atanh.out	1
w102:467	remainder.Scalar_out	0
w102:468	lift_fresh_copy	1
w102:469	select_copy.int	1
w102:470	ge.Tensor_out	2
w102:471	bitwise_right_shift.Tensor_Scalar_out	0
w102:472	maximum.out	1
w102:473	div.Scalar	1
w102:475	transpose_copy.int	2
w102:476	hardtanh	1
w102:477	roll	8
w102:478	div.out_mode	1
w102:480	min	1
w102:481	permute_copy	1
w102:482	mm.out	1
w102:483	sqrt.out	1
w102:484	repeat	1
w102:486	eq.Scalar_out	2
w102:487	asinh.out	1
w102:488	narrow_copy	0
w102:489	expm1.out	0
w102:490	amax.out	1
w102:491	logical_not.out	2
w102:492	convolution	1
w102:494	glu.out	6
w102:495	logical_or	0
w102:496	remainder.Tensor_out	1
w102:497	native_group_norm	1
w102:498	squeeze_copy.dims	2
w102:501	topk.values	3
w102:502	floor.out	1
w102:503	lt.Tensor_out	2
w102:504	amin.out	1
w102:505	round.out	0
w102:506	cos.out	1
w102:507	linear	6
w102:508	sinh.out	1
w102:509	lt.Scalar_out	2
w102:512	mul.out	1
w102:513	hardtanh.out	1
w102:514	view_copy	1
w102:515	fmod.Scalar_out	2
w102:516	abs	1
w102:517	sign.out	1
w102:518	detach_copy	0
w102:519	zeros.out	1
w102:521	split_copy.Tensor	0
w102:522	minimum.out	1
w102:523	bitwise_xor.Scalar_out	1
w102:525	eq.Tensor_out	2
w102:527	native_layer_norm	1
w102:528	ones.out	1
w102:529	var.correction_out	1
w102:530	index_put	2
w102:531	sum.IntList_out	1
w102:532	logit.out	12
w102:533	reciprocal.out	1
w102:534	diagonal_copy	1
w102:536	index.Tensor_out	2
w102:537	full.out	1
w102:538	masked_fill.Scalar	2
w102:539	fill.Scalar	1
w102:540	bitwise_not.out	1
w102:541	narrow_copy.out	0
w102:544	mean	1
w102:545	squeeze_copy.dim	2
w102:546	split_with_sizes_copy	2
w102:547	bitwise_or.Scalar_out	1
w102:548	div.Scalar_mode	0
w102:549	argmin.out	1
w102:550	gt.Tensor_out	2
w102:551	min.dim_min	3
w102:552	stack	2
w102:553	gelu.out	1
w102:554	rsub.Scalar	2
w102:555	bmm.out	1
w102:556	le.Tensor_out	2
w102:557	reflection_pad2d	12
w102:558	sigmoid.out	1
w102:559	trunc.out	0
w102:560	asin.out	1
